id,activity,application,application_id,attachments,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.clan,author.discriminator,author.global_name,author.id,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.name,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,embeds.1.color,embeds.1.content_scan_version,embeds.1.description,embeds.1.provider.name,embeds.1.thumbnail.flags,embeds.1.thumbnail.height,embeds.1.thumbnail.placeholder,embeds.1.thumbnail.placeholder_version,embeds.1.thumbnail.proxy_url,embeds.1.thumbnail.url,embeds.1.thumbnail.width,embeds.1.title,embeds.1.type,embeds.1.url,embeds.2.color,embeds.2.content_scan_version,embeds.2.description,embeds.2.provider.name,embeds.2.thumbnail.flags,embeds.2.thumbnail.height,embeds.2.thumbnail.placeholder,embeds.2.thumbnail.placeholder_version,embeds.2.thumbnail.proxy_url,embeds.2.thumbnail.url,embeds.2.thumbnail.width,embeds.2.title,embeds.2.type,embeds.2.url,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.clan,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,reactions.1.burst_colors,reactions.1.burst_count,reactions.1.burst_me,reactions.1.count,reactions.1.count_details.burst,reactions.1.count_details.normal,reactions.1.emoji.id,reactions.1.emoji.name,reactions.1.me,reactions.1.me_burst,reactions.2.burst_colors,reactions.2.burst_count,reactions.2.burst_me,reactions.2.count,reactions.2.count_details.burst,reactions.2.count_details.normal,reactions.2.emoji.id,reactions.2.emoji.name,reactions.2.me,reactions.2.me_burst,referenced_message,resolved,role_subscription_data,sticker_items,sticker_items.0.format_type,sticker_items.0.id,sticker_items.0.name,stickers,thread,timestamp,tts,type,userName,webhook_id
1307669449054359634,,,,,796b3550a9816b3668044cbe97cc5ff7,,,,,,0,George Cowell,1306656732558135407,0,georgecowell00,,1303438635772809311,,"I'll help the first 10 people interested on how to  start earning $30k or more within 72hours, but you will reimburse me 10% of your profits when you receive it. Note: only interested people should send a friend request or  send me a dm!  ask me HOW !
https://t.me/Georgecowell
WhatsApp :+4(474)9543-3306",2024-11-17T11:31:31.978Z,,,,,,1,"Invest, stack and stay low key ☕📈",,,,Telegram,,,0,320,mPcFDwKaXHcFi4irWnd1qHadVkcLZIMA,1,https://images-ext-1.discordapp.net/external/1VPn_EpMFMfE85gXIcKMHKdE3dhSNrDfrmjO0XzdSas/https/cdn4.cdn-telegram.org/file/j0hp0GHuiNOFT8EwToR2CJXpdhQAun9PNvAHMYkuBSHjA0Tqx9QXdOuo7KDrLPiDPD3F05PCWh9jI6MTR-dUcYWF6j_ownVua7q70nMdo6LpOv1QDzysT9DmXfdGvUWGFGjVWf7qMv5xkph4FhE6Xo4RoPzZXVdKr-fybxPkiMO0i9s6vGjj4VcJ0zqGbP_wMLCHYHsWt664UYmSVhQmBV8HWotEsZo3ffhTboKXIEucQ9WA6jl1JoSkggHJJb9jmc3q0WDUUQD0y1ZQzKO2YIeNwG2FZva03ikApXJuxJ4mNzrZZ4X4R5eiGt8VebuzEJg7CCuu5XR24uBFLMvzkg.jpg,https://cdn4.cdn-telegram.org/file/j0hp0GHuiNOFT8EwToR2CJXpdhQAun9PNvAHMYkuBSHjA0Tqx9QXdOuo7KDrLPiDPD3F05PCWh9jI6MTR-dUcYWF6j_ownVua7q70nMdo6LpOv1QDzysT9DmXfdGvUWGFGjVWf7qMv5xkph4FhE6Xo4RoPzZXVdKr-fybxPkiMO0i9s6vGjj4VcJ0zqGbP_wMLCHYHsWt664UYmSVhQmBV8HWotEsZo3ffhTboKXIEucQ9WA6jl1JoSkggHJJb9jmc3q0WDUUQD0y1ZQzKO2YIeNwG2FZva03ikApXJuxJ4mNzrZZ4X4R5eiGt8VebuzEJg7CCuu5XR24uBFLMvzkg.jpg,320,George Cowell,link,https://t.me/Georgecowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,✅,false,false,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,2024-11-17T11:31:31.978000+00:00,false,0,georgecowell00,
1307604392978944041,,,,,,,,,,,0,arunkg99,763716559042248704,0,arunkg99.,,1303438635772809311,,https://www.linkedin.com/in/arunkumarnair/,2024-11-17T07:13:01.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T07:13:01.401000+00:00,false,0,arunkg99.,
1307603429194989649,,,,,a908586255aafd73e83301a164c971a6,,,,,,0,Gourav,1251924941000147056,0,gourav_yadav,,1303438635772809311,,"Hey everyone, I really enjoyed taking this course with all of you!  It was a great experience.  If you'd like to stay in touch, my LinkedIn is:
https://www.linkedin.com/in/gouravyadav2",2024-11-17T07:09:11.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T07:09:11.617000+00:00,false,0,gourav_yadav,
1307559915476357140,,,,,,,,,,,0,Viren_ML,1305050412818370571,0,viren_ml_38047,,1303438635772809311,,"Hello Kagglers! 👋

I’m actively looking to collaborate on Kaggle competitions and build strong teams for exciting challenges. Let’s connect, share skill sets, and explore opportunities to team up for competitions!

📌 Here’s my LinkedIn profile: https://www.linkedin.com/in/virendra-kumar-03277786/

Feel free to reach out if you’re interested in teaming up. Let’s make great things happen together! 🚀
@everyone",2024-11-17T04:16:17.138Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T04:16:17.138000+00:00,false,0,viren_ml_38047,
1307559350562455572,,,,,,,,,,,0,Amit Dubey,1307557161080979506,0,amitdubey_67466,,1303438635772809311,,"Hello Guys, I really enjoyed my  journey with this course along with expert panel list.  It was really a great experience.  If you'd like to stay in touch, my LinkedIn is: https://www.linkedin.com/in/amit-dubey-bi/",2024-11-17T04:14:02.452Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T04:14:02.452000+00:00,false,0,amitdubey_67466,
1307543808249954389,,,,,,,,,,,0,Devaki,1283422300544172125,0,devaki_52931,,1303438635772809311,,"Hello! I'm Devaki. Currently in Singapore, originally from India.
My Kaggle account: https://www.kaggle.com/devakivdevi 
and my LinkedIn: https://www.linkedin.com/in/devaki-v-devi-69629b154/ 😁",2024-11-17T03:12:16.876Z,,,,,35516,1,Kaggle profile for Devaki,,,,,,,0,192,FvmABYASBeetaXeJZHh2zy/6B3eFh4K7Nw==,1,https://images-ext-1.discordapp.net/external/AHWMgmOVeM8WF8EBBKNgw_kAsJEfkC3o3l5Q4I9_yGk/https/www.kaggle.com/static/images/tiers/Novice%40192.png,https://www.kaggle.com/static/images/tiers/Novice@192.png,193,Devaki | Novice,link,https://www.kaggle.com/devakivdevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T03:12:16.876000+00:00,false,0,devaki_52931,
1307524762490245193,,,,,,,,,,,0,Paul James,1307500647859621972,0,pauljames_74800,,1303438635772809311,,"Hello I am paul I am a startup to data science and machine learning, an Electrical engineer with curiosity to derive insight from data to make well-informed decisions in the field of energy. Here is my LinkedIn profile: https://www.linkedin.com/in/paul-james-9a5239263 .",2024-11-17T01:56:36.013Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17T01:56:36.013000+00:00,false,0,pauljames_74800,
1307473232953081866,,,,,7ec4ea4929c29c1480e187856723421f,,,,,,0,Ryan,1195238926252769372,0,rlawton.cs,,1303438635772809311,,"Hey everyone, I really enjoyed taking this course with all of you!  It was a great experience.  If you'd like to stay in touch, my LinkedIn is: https://www.linkedin.com/in/rlawton714/",2024-11-16T22:31:50.414Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-16T22:31:50.414000+00:00,false,0,rlawton.cs,
1307436229599432704,,,,,09a97986abf83cbe099d0e9094c4bc80,,,,,,0,HandicapSkater,1049969981112201226,0,handicapskater,,1303438635772809311,,"Hello, my name is Troy and I have established inline skates as a mobility aid for my disability. I have used biomechanics and now using data science to demonstrate that a PICE (Pain-Induced Cardiovascular Event) is triggered while walking even a few steps, yet skate 12-mile skates around San Francisco every week without any problems. I have setup a website https://HandicapSkater.com going through much of this with links to a data science notebook, tableau viz, pdfs, ... My goal is to make america healthier through data science. Here is my LinkedIn profile https://www.linkedin.com/in/troy-wilkes-a1311673/ and LinkedIn company profile: https://www.linkedin.com/company/103320223",2024-11-16T20:04:48.127Z,2024-11-16T20:05:14.322000+00:00,,,,,0,"Login to LinkedIn to keep in touch with people you know, share ideas, and build your career.",,,,LinkedIn,,,,,,,,,,"LinkedIn Login, Sign in | LinkedIn",link,https://www.linkedin.com/company/103320223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-16T20:04:48.127000+00:00,false,0,handicapskater,
1307397613250805790,,,,,,,,,,,0,Aniket Kumare,1307387652575596636,0,aniket_mh29,,1303438635772809311,,Connect me on LinkedIn -https://www.linkedin.com/in/aniketmh29?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,2024-11-16T17:31:21.272Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-16T17:31:21.272000+00:00,false,0,aniket_mh29,
